MODL,REPL,MULT,DIST,TREE,ESTI_LNTH,ESTI_DPTH,TRUE_LNTH,TRUE_DPTH
100M3,R0,0-1,JC,NJ,0.56674183282,2.127293005192,NA,NA
100M3,R0,0-1,JC,NJ,1.659417252317,3.132161522256,1.659417252317,20.122960000000003
100M3,R0,0-1,JC,NJ,0.121790100705,1.199740836097,NA,NA
100M3,R0,0-1,JC,NJ,0.76277599131,1.9625168274070002,NA,NA
100M3,R0,0-1,JC,NJ,0.913345712315,2.875862539722,NA,NA
100M3,R0,0-1,JC,NJ,0.902641390804,2.865158218211,NA,NA
100M3,R0,0-1,JC,NJ,0.328454415024,1.5281952511210002,NA,NA
100M3,R0,0-1,JC,NJ,0.552189581162,2.0803848322830003,NA,NA
100M3,R0,0-1,JC,NJ,0.770567680022,2.298762931143,0.770567680022,4.80311
100M3,R0,0-1,JC,NJ,0.832377503599,3.131140434742,NA,NA
100M3,R0,0-1,JC,NJ,0.02422294424,1.053321598686,NA,NA
100M3,R0,0-1,JC,NJ,0.108563920391,1.161885519077,NA,NA
100M3,R0,0-1,JC,NJ,0.050011412103,1.21189693118,NA,NA
100M3,R0,0-1,JC,NJ,0.175503580534,1.387400511714,0.175503580534,7.49155
100M3,R0,0-1,JC,NJ,0.072631727853,1.460032239567,NA,NA
100M3,R0,0-1,JC,NJ,0.609158446162,2.069190685729,NA,NA
100M3,R0,0-1,JC,NJ,0.939427222499,3.008617908228,0.939427222499,9.87286
100M3,R0,0-1,JC,NJ,0.487529573248,1.947561812815,NA,NA
100M3,R0,0-1,JC,NJ,1.223830488865,3.17139230168,NA,NA
100M3,R0,0-1,JC,NJ,0.841118073346,2.22851858506,0.841118073346,9.81029
100M3,R0,0-1,JC,NJ,0.192510867562,1.404407798742,0.192510867562,6.707630000000001
100M3,R0,0-1,JC,NJ,0.175015785332,1.579423584074,NA,NA
100M3,R0,0-1,JC,NJ,0.426796586486,2.0062201705600002,NA,NA
100M3,R0,0-1,JC,NJ,0.242100614675,2.2483207852350002,0.242100614675,10.46007
100M3,R0,0-1,JC,NJ,0.634983830947,2.2144074150210002,NA,NA
100M3,R0,0-1,JC,NJ,0.595608763946,2.000016562688,NA,NA
100M3,R0,0-1,JC,NJ,0.402092535858,1.5639780549350002,NA,NA
100M3,R0,0-1,JC,NJ,0.610467233285,2.1744452882200003,0.610467233285,10.615310000000001
100M3,R0,0-1,JC,NJ,0.727862686726,2.2918407416610003,NA,NA
100M3,R0,0-1,JC,NJ,0.465944884094,1.51926648278,NA,NA
100M3,R0,0-1,JC,NJ,0.651444940706,2.170711423486,NA,NA
100M3,R0,0-1,JC,NJ,0.812896248876,2.983607672362,NA,NA
100M3,R0,0-1,JC,NJ,0.760737469164,2.280003951944,NA,NA
100M3,R0,0-1,JC,NJ,0.032045803454,1.0495837287460001,NA,NA
100M3,R0,0-1,JC,NJ,0.123460017228,1.1730437459740002,NA,NA
100M3,R0,0-1,JC,NJ,0.283986606726,1.4570303527000001,NA,NA
100M3,R0,0-1,JC,NJ,0.647305875927,2.104336228627,NA,NA
100M3,R0,0-1,JC,NJ,0.096449742033,2.20078597066,0.096449742033,10.19862
100M3,R0,0-1,JC,NJ,0.64174019819,2.0987705508900003,0.64174019819,12.23347
100M3,R0,0-1,JC,NJ,0.656983305728,1.8300270517020003,NA,NA
100M3,R0,0-1,JC,NJ,1.382727400551,3.2127544522530003,1.382727400551,16.76637
100M3,R0,0-1,JC,NJ,0.862848120471,2.692875172173,0.862848120471,7.543080000000001
100M3,R0,0-1,JC,NJ,0.064247643407,1.1138313721530002,NA,NA
100M3,R0,0-1,JC,NJ,0.035541723064,1.1493730952170003,NA,NA
100M3,R0,0-1,JC,NJ,0.017888622683,1.1672617179000002,NA,NA
100M3,R0,0-1,JC,NJ,0.068474514286,1.2357362321860001,NA,NA
100M3,R0,0-1,JC,NJ,0.191163305044,1.4268995372300002,NA,NA
100M3,R0,0-1,JC,NJ,0.946785566375,2.373685103605,NA,NA
100M3,R0,0-1,JC,NJ,0.681595002162,3.0552801057670003,NA,NA
100M3,R0,0-1,JC,NJ,0.79545971207,2.2223592493,NA,NA
100M3,R0,0-1,JC,NJ,0.12894597807,1.3646822102560001,NA,NA
100M3,R0,0-1,JC,NJ,0.332388234458,1.6970704447140001,NA,NA
100M3,R0,0-1,JC,NJ,0.32254219378,2.0196126384940003,NA,NA
100M3,R0,0-1,JC,NJ,1.137009528514,3.1566221670080004,NA,NA
100M3,R0,0-1,JC,NJ,0.484691297784,2.1817617424980003,0.484691297784,13.89595
100M3,R0,0-1,JC,NJ,1.344136287255,2.7088184975110003,NA,NA
100M3,R0,0-1,JC,NJ,0.303122824122,1.4703845420220003,NA,NA
100M3,R0,0-1,JC,NJ,0.407537477681,1.8779220197030004,NA,NA
100M3,R0,0-1,JC,NJ,1.038945949243,2.9168679689460006,NA,NA
100M3,R0,0-1,JC,NJ,0.910779169036,2.3811637110580004,NA,NA
100M3,R0,0-1,JC,NJ,0.372538810916,2.7537025219740006,NA,NA
100M3,R0,0-1,JC,NJ,0.457891491115,1.6072645863320003,NA,NA
100M3,R0,0-1,JC,NJ,0.559826976077,2.1670915624090004,NA,NA
100M3,R0,0-1,JC,NJ,1.041109858644,2.6483744449760005,NA,NA
100M3,R0,0-1,JC,NJ,0.095120953856,2.7434953988320006,0.095120953856,13.66694
100M3,R0,0-1,JC,NJ,0.458482578218,3.2019779770500003,NA,NA
100M3,R0,0-1,JC,NJ,0.282046220767,1.3958775929200002,NA,NA
100M3,R0,0-1,JC,NJ,0.553143083868,1.9490206767880003,NA,NA
100M3,R0,0-1,JC,NJ,0.20800074303,2.157021419818,NA,NA
100M3,R0,0-1,JC,NJ,0.846045700128,2.241923293048,NA,NA
100M3,R0,0-1,JC,NJ,0.080109437598,2.322032730646,NA,NA
100M3,R0,0-1,JC,NJ,0.145326162458,2.4673588931039996,NA,NA
100M3,R0,0-1,JC,NJ,0.355479180433,1.295394933104,NA,NA
100M3,R0,0-1,JC,NJ,0.653169145375,1.948564078479,NA,NA
100M3,R0,0-1,JC,NJ,1.114555026173,3.063119104652,NA,NA
100M3,R0,0-1,JC,NJ,1.339708380337,2.6351033134410002,NA,NA
100M3,R0,0-1,JC,NJ,0.452921317836,3.0880246312770003,NA,NA
100M3,R0,0-1,JC,NJ,0.182138845667,1.004179909092,NA,NA
100M3,R0,0-1,JC,NJ,1.88187818656,2.8860580956520003,NA,NA
100M3,R0,0-1,JC,NJ,0.564541534814,1.568721443906,NA,NA
100M3,R0,0-01,JC,NJ,0.055674688952,0.055674688952,NA,NA
100M3,R0,0-01,JC,NJ,0.629990683437,0.685665372389,NA,NA
100M3,R0,0-01,JC,NJ,0.046859066557,0.7325244389460001,0.046859066557,0.7272890000000001
100M3,R0,0-01,JC,NJ,0.029029709076,0.761554148022,NA,NA
100M3,R0,0-01,JC,NJ,0.294115179519,1.055669327541,NA,NA
100M3,R0,0-01,JC,NJ,0.06826447163,1.1239337991710001,0.06826447163,1.3391110000000002
100M3,R0,0-01,JC,NJ,0.141998185931,1.2659319851020001,NA,NA
100M3,R0,0-01,JC,NJ,0.062262410128,1.3281943952300002,NA,NA
100M3,R0,0-01,JC,NJ,0.033106212462,1.0887755400030001,NA,NA
100M3,R0,0-01,JC,NJ,0.137375457708,1.2261509977110001,NA,NA
100M3,R0,0-01,JC,NJ,0.097768762305,1.3239197600160002,0.097768762305,1.40243
100M3,R0,0-01,JC,NJ,0.156984881242,1.2457604212450002,NA,NA
100M3,R0,0-01,JC,NJ,0.170093748858,0.93164789688,NA,NA
100M3,R0,0-01,JC,NJ,0.08518939503,1.01683729191,NA,NA
100M3,R0,0-01,JC,NJ,0.145853529392,1.162690821302,NA,NA
100M3,R0,0-01,JC,NJ,0.054057259684,1.216748080986,NA,NA
100M3,R0,0-01,JC,NJ,0.196766179622,1.413514260608,NA,NA
100M3,R0,0-01,JC,NJ,0.013292867416,1.426807128024,0.013292867416,1.659453
100M3,R0,0-01,JC,NJ,0.07626036416,1.503067492184,NA,NA
100M3,R0,0-01,JC,NJ,0.221951140483,1.3846419617849999,NA,NA
100M3,R0,0-01,JC,NJ,0.166458214211,1.183295506121,0.166458214211,2.0854690000000002
100M3,R0,0-01,JC,NJ,0.277882758259,1.0104071972050002,NA,NA
100M3,R0,0-01,JC,NJ,0.107613288735,0.163287977687,NA,NA
100M3,R0,0-01,JC,NJ,0.40115950794,0.564447485627,NA,NA
100M3,R0,0-01,JC,NJ,0.222838460359,0.787285945986,NA,NA
100M3,R0,0-01,JC,NJ,0.051543148972,0.6159906345989999,NA,NA
100M3,R0,0-01,JC,NJ,0.110483438387,0.726474072986,0.110483438387,0.9872860000000001
100M3,R0,0-01,JC,NJ,0.038280609748,0.6542712443469999,0.038280609748,1.367909
100M3,R0,0-01,JC,NJ,0.075046708209,0.23833468589600001,NA,NA
100M3,R0,0-01,JC,NJ,1.127130481898,1.365465167794,NA,NA
100M3,R0,0-01,JC,NJ,0.021922286028,1.387387453822,NA,NA
100M3,R0,0-01,JC,NJ,0.363770803278,0.602105489174,NA,NA
100M3,R0,0-01,JC,NJ,0.069538473623,0.671643962797,NA,NA
100M3,R0,0-01,JC,NJ,0.202718201167,0.874362163964,NA,NA
100M3,R0,0-01,JC,NJ,0.123291454475,0.997653618439,NA,NA
100M3,R0,0-01,JC,NJ,0.107706572138,1.105360190577,NA,NA
100M3,R0,0-01,JC,NJ,0.14889037947,1.2542505700470001,NA,NA
100M3,R0,0-01,JC,NJ,0.283504237209,1.5377548072560001,NA,NA
100M3,R0,0-01,JC,NJ,0.400175650022,1.937930457278,NA,NA
100M3,R0,0-01,JC,NJ,0.280887387272,1.5351379573190003,0.280887387272,1.095935
100M3,R0,0-01,JC,NJ,0.080690276765,1.186050467342,NA,NA
100M3,R0,0-01,JC,NJ,0.395127959365,1.581178426707,0.395127959365,1.1060990000000002
100M3,R0,0-01,JC,NJ,0.189863762919,1.3759142302610001,NA,NA
100M3,R0,0-01,JC,NJ,0.346010326495,1.7219245567560002,NA,NA
100M3,R0,0-01,JC,NJ,0.054643792927,1.7765683496830003,0.054643792927,0.821122
100M3,R0,0-01,JC,NJ,0.112247619035,1.8888159687180002,NA,NA
100M3,R0,0-01,JC,NJ,0.227562435997,1.603476666258,NA,NA
100M3,R0,0-01,JC,NJ,0.566593510457,1.238237473254,NA,NA
100M3,R0,0-01,JC,NJ,0.125198273337,1.363435746591,NA,NA
100M3,R0,0-01,JC,NJ,0.5914814122,1.193586901374,NA,NA
100M3,R0,0-01,JC,NJ,0.039512584841,1.233099486215,NA,NA
100M3,R0,0-01,JC,NJ,0.146546402705,1.37964588892,NA,NA
100M3,R0,0-01,JC,NJ,0.085115813868,1.464761702788,NA,NA
100M3,R0,0-01,JC,NJ,0.250118222351,1.4832177085659999,NA,NA
100M3,R0,0-01,JC,NJ,0.283271833048,1.4768587344219999,NA,NA
100M3,R0,0-01,JC,NJ,0.273677963568,1.75053669799,0.273677963568,0.754308
100M3,R0,0-01,JC,NJ,0.061786312763,0.061786312763,NA,NA
100M3,R0,0-01,JC,NJ,0.532950629225,0.594736941988,NA,NA
100M3,R0,0-01,JC,NJ,0.110234520127,0.704971462115,NA,NA
100M3,R0,0-01,JC,NJ,0.046601211838,0.751572673953,NA,NA
100M3,R0,0-01,JC,NJ,0.26373865167,1.015311325623,0.26373865167,0.848413
100M3,R0,0-01,JC,NJ,0.048208028665,0.6429449706529999,0.048208028665,0.839947
100M3,R0,0-01,JC,NJ,0.72159942118,1.3645443918329998,0.72159942118,0.874677
100M3,R0,0-01,JC,NJ,0.053940505214,1.4184848970469999,0.053940505214,1.19263
100M3,R0,0-01,JC,NJ,0.371826608432,1.014771579085,0.371826608432,1.113917
100M3,R0,0-01,JC,NJ,0.046868017719,1.061639596804,NA,NA
100M3,R0,0-01,JC,NJ,0.065693947958,1.127333544762,NA,NA
100M3,R0,0-01,JC,NJ,0.056802024759,1.184135569521,NA,NA
100M3,R0,0-01,JC,NJ,0.591288606986,1.7754241765070002,NA,NA
100M3,R0,0-01,JC,NJ,0.05640732873,1.8318315052370002,NA,NA
100M3,R0,0-01,JC,NJ,0.251574051971,2.0269982284780004,NA,NA
100M3,R0,0-01,JC,NJ,0.311283600706,1.326055179791,0.311283600706,1.34746
100M3,R0,0-01,JC,NJ,0.181943449442,0.243729762205,NA,NA
100M3,R0,0-01,JC,NJ,0.086621622183,0.330351384388,NA,NA
100M3,R0,0-01,JC,NJ,0.464082458384,0.7944338427719999,NA,NA
100M3,R0,0-01,JC,NJ,2.098401907292,2.892835750064,NA,NA
100M3,R0,0-01,JC,NJ,0.743478665276,1.073830049664,NA,NA
100M3,R0,0-01,JC,NJ,0.579688971095,1.653519020759,NA,NA
100M3,R0,0-01,JC,NJ,0.359792629298,2.013311650057,NA,NA
100M3,R0,0-01,JC,NJ,0.201347363398,1.2751774130620002,NA,NA
100M3,R0,0-01,JC,NJ,0.126799803607,1.401977216669,NA,NA
100M3,R0,0-01,JC,NJ,0.469856532869,1.8718337495380002,NA,NA
100M3,R0,0-01,JC,NJ,0.306443485112,2.1782772346500003,NA,NA
100M3,R0,0-01,JC,NJ,0.081712371514,2.2599896061640004,NA,NA
100M3,R0,0-01,JC,NJ,0.720391484976,2.9803810911400004,NA,NA
100M3,R0,0-01,JC,NJ,0.188498066346,2.366775300996,NA,NA
100M3,R0,0-01,JC,NJ,0.88171148395,2.7535452334880004,NA,NA
100M3,R0,0-01,JC,NJ,0.128125694217,2.8816709277050006,0.128125694217,1.3549099999999998
100M3,R0,0-01,JC,NJ,0.319808804585,1.7217860212540002,0.319808804585,1.165236
100M3,R0,0-01,JC,NJ,0.180453034254,1.4556304473160002,NA,NA
100M3,R0,0-01,JC,NJ,0.039878565592,1.4955090129080002,0.039878565592,0.961587
100M3,R0,0-01,JC,NJ,0.123449292069,1.5790797393850002,NA,NA
100M3,R0,0-01,JC,NJ,0.127934999544,1.7070147389290002,NA,NA
100M3,R0,0-01,JC,NJ,0.044744990578,1.7517597295070002,NA,NA
100M3,R0,0-01,JC,NJ,0.067406758855,1.8191664883620002,NA,NA
100M3,R0,0-01,JC,NJ,0.010115310655,1.7618750401620002,NA,NA
100M3,R0,0-01,JC,NJ,0.46027236227,0.704002124475,0.46027236227,0.8456589999999999
100M3,R0,0-05,JC,NJ,0.643959075973,0.643959075973,NA,NA
100M3,R0,0-05,JC,NJ,0.235451330812,0.8794104067849999,NA,NA
100M3,R0,0-05,JC,NJ,0.064601276012,0.944011682797,NA,NA
100M3,R0,0-05,JC,NJ,0.049391381277,0.993403064074,NA,NA
100M3,R0,0-05,JC,NJ,0.144139208627,1.137542272701,NA,NA
100M3,R0,0-05,JC,NJ,0.295510378468,1.433052651169,0.295510378468,6.695555000000001
100M3,R0,0-05,JC,NJ,0.357555592395,1.790608243564,0.357555592395,7.035
100M3,R0,0-05,JC,NJ,1.175372429468,2.6084250806369997,1.175372429468,6.754255000000001
100M3,R0,0-05,JC,NJ,0.469863131131,1.607405403832,NA,NA
100M3,R0,0-05,JC,NJ,0.281213169519,1.8886185733510001,NA,NA
100M3,R0,0-05,JC,NJ,0.417680925598,2.306299498949,NA,NA
100M3,R0,0-05,JC,NJ,0.395196366294,2.701495865243,0.395196366294,7.012150000000001
100M3,R0,0-05,JC,NJ,1.164082513782,3.0527010871330003,NA,NA
100M3,R0,0-05,JC,NJ,1.685333535368,3.2927389392,NA,NA
100M3,R0,0-05,JC,NJ,0.084635392938,1.078038457012,NA,NA
100M3,R0,0-05,JC,NJ,0.021358996383,1.0993974533950002,NA,NA
100M3,R0,0-05,JC,NJ,0.431937934141,1.531335387536,NA,NA
100M3,R0,0-05,JC,NJ,0.330689415623,1.862024803159,NA,NA
100M3,R0,0-05,JC,NJ,0.493932317606,2.355957120765,NA,NA
100M3,R0,0-05,JC,NJ,0.577815872165,2.93377299293,0.577815872165,8.384110000000002
100M3,R0,0-05,JC,NJ,0.429129884129,3.3629028770589997,0.429129884129,10.061480000000001
100M3,R0,0-05,JC,NJ,1.582139958175,2.68153741157,NA,NA
100M3,R0,0-05,JC,NJ,0.103280448911,2.784817860481,NA,NA
100M3,R0,0-05,JC,NJ,0.127510279121,1.2055487361330002,NA,NA
100M3,R0,0-05,JC,NJ,0.344497325045,1.5500460611780003,NA,NA
100M3,R0,0-05,JC,NJ,0.888994784956,2.4390408461340005,NA,NA
100M3,R0,0-05,JC,NJ,0.758410180873,3.1974510270070007,NA,NA
100M3,R0,0-05,JC,NJ,0.422033013879,2.8610738600130006,NA,NA
100M3,R0,0-05,JC,NJ,0.308358445579,3.1694323055920006,NA,NA
100M3,R0,0-05,JC,NJ,0.38579507043,3.2468689304430005,0.38579507043,4.93643
100M3,R0,0-05,JC,NJ,1.435476682084,2.985522743262,1.435476682084,6.839544999999999
100M3,R0,0-05,JC,NJ,1.755059656358,2.9606083924910003,NA,NA
100M3,R0,0-05,JC,NJ,0.004044489182,0.9480561719789999,NA,NA
100M3,R0,0-05,JC,NJ,0.076095518039,1.0241516900179999,NA,NA
100M3,R0,0-05,JC,NJ,0.03244013402,1.056591824038,NA,NA
100M3,R0,0-05,JC,NJ,0.355801212732,1.41239303677,NA,NA
100M3,R0,0-05,JC,NJ,0.184865902517,1.597258939287,NA,NA
100M3,R0,0-05,JC,NJ,0.407003350858,2.0042622901450002,NA,NA
100M3,R0,0-05,JC,NJ,0.727012865441,2.731275155586,NA,NA
100M3,R0,0-05,JC,NJ,0.595588480108,3.326863635694,0.595588480108,4.905145
100M3,R0,0-05,JC,NJ,0.614333236236,2.026726273006,NA,NA
100M3,R0,0-05,JC,NJ,0.284604930388,2.311331203394,NA,NA
100M3,R0,0-05,JC,NJ,0.202509668287,1.259101492325,NA,NA
100M3,R0,0-05,JC,NJ,0.780454252214,2.039555744539,NA,NA
100M3,R0,0-05,JC,NJ,0.820188006232,2.859743750771,0.820188006232,4.10561
100M3,R0,0-05,JC,NJ,0.140734802294,3.0004785530649998,0.140734802294,5.3076550000000005
100M3,R0,0-05,JC,NJ,0.496688308029,1.755789800354,NA,NA
100M3,R0,0-05,JC,NJ,0.970634810612,2.726424610966,NA,NA
100M3,R0,0-05,JC,NJ,0.031566300821,2.757990911787,0.031566300821,5.800565000000001
100M3,R0,0-05,JC,NJ,0.044598964882,2.8025898766690003,NA,NA
100M3,R0,0-05,JC,NJ,1.437849741396,3.19363954175,NA,NA
100M3,R0,0-05,JC,NJ,0.019487730439,1.0436394204569999,NA,NA
