MODL,REPL,MULT,DIST,TREE,ESTI_LNTH,TRUE_LNTH
100M3,R0,1,JC,NJ,14.9082,0.524234583682
100M3,R0,1,JC,NJ,19.0262,NA
100M3,R0,1,JC,NJ,6.0717,NA
100M3,R0,1,JC,NJ,1.5352,NA
100M3,R0,1,JC,NJ,20.1821,NA
100M3,R0,1,JC,NJ,4.9927,NA
100M3,R0,1,JC,NJ,12.8509,NA
100M3,R0,1,JC,NJ,2.9046,NA
100M3,R0,1,JC,NJ,16.7997,NA
100M3,R0,1,JC,NJ,70.8477,NA
100M3,R0,1,JC,NJ,2.6794,NA
100M3,R0,1,JC,NJ,7.9394,NA
100M3,R0,1,JC,NJ,23.6662,NA
100M3,R0,1,JC,NJ,36.5244,NA
100M3,R0,1,JC,NJ,30.3433,NA
100M3,R0,1,JC,NJ,2.7848,NA
100M3,R0,1,JC,NJ,7.1936,NA
100M3,R0,1,JC,NJ,10.8799,NA
100M3,R0,1,JC,NJ,16.1054,NA
100M3,R0,1,JC,NJ,11.2355,NA
100M3,R0,1,JC,NJ,67.358,NA
100M3,R0,1,JC,NJ,17.5541,NA
100M3,R0,1,JC,NJ,1.1709,NA
100M3,R0,1,JC,NJ,20.8172,NA
100M3,R0,1,JC,NJ,3.3828,NA
100M3,R0,1,JC,NJ,43.562,NA
100M3,R0,1,JC,NJ,11.7559,NA
100M3,R0,1,JC,NJ,3.8771,NA
100M3,R0,1,JC,NJ,17.2339,NA
100M3,R0,1,JC,NJ,NA,0.302059820172
100M3,R0,1,JC,NJ,NA,0.988300233023
100M3,R0,1,JC,NJ,NA,0.165764254327
100M3,R0,1,JC,NJ,NA,0.576016417167
100M3,R0,1,JC,NJ,NA,0.119576119308
100M3,R0,1,JC,NJ,NA,0.157151756674
100M3,R0,1,JC,NJ,NA,0.52308238934
100M3,R0,1,JC,NJ,NA,0.350181193943
100M3,R0,1,JC,NJ,NA,0.32965313651
100M3,R0,1,JC,NJ,NA,0.978104000889
100M3,R0,1,JC,NJ,NA,0.477270372892
100M3,R0,1,JC,NJ,NA,0.160308016331
100M3,R0,1,JC,NJ,NA,0.024581067744
100M3,R0,1,JC,NJ,NA,0.094570515716
100M3,R0,1,JC,NJ,NA,0.686976636169
100M3,R0,1,JC,NJ,NA,0.675199249203
100M3,R0,1,JC,NJ,NA,0.030447210737
100M3,R0,1,JC,NJ,NA,0.590446379345
100M3,R0,1,JC,NJ,NA,0.15594605751
100M3,R0,1,JC,NJ,NA,0.502707464266
100M3,R0,1,JC,NJ,NA,0.478910398686
100M3,R0,1,JC,NJ,NA,0.437231458709
100M3,R0,1,JC,NJ,NA,0.1912634446
100M3,R0,1,JC,NJ,NA,0.131819771212
100M3,R0,1,JC,NJ,NA,0.021342470001
100M3,R0,1,JC,NJ,NA,0.018521802409
100M3,R0,1,JC,NJ,NA,0.31868494268
100M3,R0,1,JC,NJ,NA,0.342604556048
100M3,R0,1,JC,NJ,NA,0.392651067454
100M3,R0,1,JC,NJ,NA,0.492508110707
100M3,R0,1,JC,NJ,NA,0.161466904838
100M3,R0,1,JC,NJ,NA,0.438048176975
100M3,R0,1,JC,NJ,NA,0.218678506051
100M3,R0,1,JC,NJ,NA,0.351482519301
100M3,R0,1,JC,NJ,NA,0.419411772884
100M3,R0,1,JC,NJ,NA,0.042035748243
100M3,R0,1,JC,NJ,NA,0.35852153232
100M3,R0,1,JC,NJ,NA,0.403224420105
100M3,R0,1,JC,NJ,NA,0.250710953904
100M3,R0,1,JC,NJ,NA,0.67114001992
100M3,R0,1,JC,NJ,NA,0.071450060614
100M3,R0,1,JC,NJ,NA,0.036687524171
100M3,R0,1,JC,NJ,NA,0.034380895773
100M3,R0,1,JC,NJ,NA,0.864360975339
100M3,R0,1,JC,NJ,NA,0.420193603921
100M3,R0,1,JC,NJ,NA,0.267460485055
100M3,R0,1,JC,NJ,NA,0.724168909324
100M3,R0,1,JC,NJ,NA,0.101252972729
100M3,R0,1,JC,NJ,NA,0.105951093959
100M3,R0,1,JC,NJ,NA,0.489981058076
100M3,R0,1,JC,NJ,NA,0.085867426594
100M3,R0,1,JC,NJ,NA,0.121226094859
100M3,R0,1,JC,NJ,NA,0.729600605926
100M3,R0,1,JC,NJ,NA,0.578361392101
100M3,R0,1,JC,NJ,NA,0.297843238727
100M3,R0,1,JC,NJ,NA,0.181526450098
100M3,R0,1,JC,NJ,NA,0.055003355169
100M3,R0,1,JC,NJ,NA,0.041989836393
100M3,R0,1,JC,NJ,NA,0.674576855344
100M3,R0,1,JC,NJ,NA,0.25630650914
100M3,R0,1,JC,NJ,NA,0.268598526831
100M3,R0,1,JC,NJ,NA,0.366578670421
100M3,R0,1,JC,NJ,NA,0.09498074648
100M3,R0,1,JC,NJ,NA,0.179383929774
100M3,R0,1,JC,NJ,NA,0.1517883035
100M3,R0,1,JC,NJ,NA,1.149284679985
100M3,R0,1,JC,NJ,NA,0.503413313149
100M3,R0,1,JC,NJ,NA,0.094194634162
100M3,R0,1,JC,NJ,NA,0.056767845629
100M3,R0,1,JC,NJ,NA,0.206322798451
100M3,R0,1,JC,NJ,NA,0.393149464314
100M3,R0,1,JC,NJ,NA,0.294411057686
100M3,R0,1,JC,NJ,NA,0.589921192037
100M3,R0,1,JC,NJ,NA,0.555073473087
100M3,R0,1,JC,NJ,NA,0.476238041829
100M3,R0,1,JC,NJ,NA,0.126485892112
100M3,R0,1,JC,NJ,NA,0.136528462864
100M3,R0,1,JC,NJ,NA,0.2010698798
100M3,R0,1,JC,NJ,NA,0.207570408526
100M3,R0,1,JC,NJ,NA,0.149228312537
100M3,R0,1,JC,NJ,NA,0.469702128064
100M3,R0,1,JC,NJ,NA,0.556764488332
100M3,R0,1,JC,NJ,NA,0.11114066946
100M3,R0,0.1,JC,NJ,0.67889,1.281043677923
100M3,R0,0.1,JC,NJ,0.1174,NA
100M3,R0,0.1,JC,NJ,0.69506,NA
100M3,R0,0.1,JC,NJ,1.3282500000000002,0.353397537349
100M3,R0,0.1,JC,NJ,0.6034900000000001,NA
100M3,R0,0.1,JC,NJ,0.8550000000000001,1.214954810387
100M3,R0,0.1,JC,NJ,2.8497500000000002,0.109573865759
100M3,R0,0.1,JC,NJ,1.19851,0.212341022633
100M3,R0,0.1,JC,NJ,1.9699200000000001,NA
100M3,R0,0.1,JC,NJ,0.93066,0.415604472581
100M3,R0,0.1,JC,NJ,5.60348,NA
100M3,R0,0.1,JC,NJ,3.3547400000000005,NA
100M3,R0,0.1,JC,NJ,1.0250700000000001,NA
100M3,R0,0.1,JC,NJ,5.111540000000001,NA
100M3,R0,0.1,JC,NJ,4.7521,NA
100M3,R0,0.1,JC,NJ,3.49221,NA
100M3,R0,0.1,JC,NJ,2.62538,1.291445553548
100M3,R0,0.1,JC,NJ,5.52189,NA
100M3,R0,0.1,JC,NJ,0.22595,NA
100M3,R0,0.1,JC,NJ,5.5495,NA
100M3,R0,0.1,JC,NJ,0.58286,0.863238346931
100M3,R0,0.1,JC,NJ,3.9420699999999997,NA
100M3,R0,0.1,JC,NJ,1.77413,NA
100M3,R0,0.1,JC,NJ,2.83466,NA
100M3,R0,0.1,JC,NJ,2.7457000000000003,NA
100M3,R0,0.1,JC,NJ,0.60718,NA
100M3,R0,0.1,JC,NJ,1.34125,0.71858287987
100M3,R0,0.1,JC,NJ,0.9774900000000001,0.327285514943
100M3,R0,0.1,JC,NJ,4.15251,NA
100M3,R0,0.1,JC,NJ,2.4681800000000003,NA
100M3,R0,0.1,JC,NJ,0.025430000000000005,1.010319080702
100M3,R0,0.1,JC,NJ,0.12707,NA
100M3,R0,0.1,JC,NJ,2.9420300000000004,NA
100M3,R0,0.1,JC,NJ,1.28426,NA
100M3,R0,0.1,JC,NJ,0.40427,NA
100M3,R0,0.1,JC,NJ,2.40409,NA
100M3,R0,0.1,JC,NJ,1.9078600000000003,0.767411143635
100M3,R0,0.1,JC,NJ,1.13084,NA
100M3,R0,0.1,JC,NJ,0.15564,0.644435052393
100M3,R0,0.1,JC,NJ,4.64614,NA
100M3,R0,0.1,JC,NJ,3.0865600000000004,0.771831758218
100M3,R0,0.1,JC,NJ,0.5229400000000001,0.535922911286
100M3,R0,0.1,JC,NJ,1.73839,NA
100M3,R0,0.1,JC,NJ,2.0281800000000003,0.25732338225
100M3,R0,0.1,JC,NJ,1.25953,NA
100M3,R0,0.1,JC,NJ,1.8334800000000002,NA
100M3,R0,0.1,JC,NJ,0.96306,NA
100M3,R0,0.1,JC,NJ,0.0357,NA
100M3,R0,0.1,JC,NJ,9.82179,NA
100M3,R0,0.1,JC,NJ,1.5149400000000002,NA
100M3,R0,0.1,JC,NJ,0.5087200000000001,NA
100M3,R0,0.1,JC,NJ,16.41405,NA
100M3,R0,0.1,JC,NJ,0.35232,NA
100M3,R0,0.1,JC,NJ,0.53462,NA
100M3,R0,0.1,JC,NJ,0.8309500000000001,NA
100M3,R0,0.1,JC,NJ,0.48891,NA
100M3,R0,0.1,JC,NJ,1.9645800000000002,0.625546312658
100M3,R0,0.1,JC,NJ,5.863900000000001,NA
100M3,R0,0.1,JC,NJ,3.17953,0.359877052886
100M3,R0,0.1,JC,NJ,0.3473,NA
100M3,R0,0.1,JC,NJ,0.62065,1.351546224391
100M3,R0,0.1,JC,NJ,1.1668,NA
100M3,R0,0.1,JC,NJ,0.9693300000000001,NA
100M3,R0,0.1,JC,NJ,1.64494,0.607139693247
100M3,R0,0.1,JC,NJ,0.88425,0.940088898807
100M3,R0,0.1,JC,NJ,1.38266,0.469717902261
100M3,R0,0.1,JC,NJ,0.06852000000000001,NA
100M3,R0,0.1,JC,NJ,2.7397,NA
100M3,R0,0.1,JC,NJ,0.65905,NA
100M3,R0,0.1,JC,NJ,1.4908200000000003,0.573034573597
100M3,R0,0.1,JC,NJ,1.90262,0.556644655941
100M3,R0,0.1,JC,NJ,0.60717,NA
100M3,R0,0.1,JC,NJ,0.15352,NA
100M3,R0,0.1,JC,NJ,2.01821,NA
100M3,R0,0.1,JC,NJ,0.49927000000000005,NA
100M3,R0,0.1,JC,NJ,1.28509,NA
100M3,R0,0.1,JC,NJ,0.29046,NA
100M3,R0,0.1,JC,NJ,1.6799700000000002,NA
100M3,R0,0.1,JC,NJ,7.084770000000001,NA
100M3,R0,0.1,JC,NJ,0.26794,NA
100M3,R0,0.1,JC,NJ,0.7939400000000001,NA
100M3,R0,0.1,JC,NJ,2.36662,NA
100M3,R0,0.1,JC,NJ,3.6524400000000004,NA
100M3,R0,0.1,JC,NJ,3.03433,NA
100M3,R0,0.1,JC,NJ,0.27848,NA
100M3,R0,0.1,JC,NJ,0.71936,NA
100M3,R0,0.1,JC,NJ,1.08799,NA
100M3,R0,0.1,JC,NJ,1.61054,NA
100M3,R0,0.1,JC,NJ,1.12355,1.223306629723
100M3,R0,0.1,JC,NJ,6.735800000000001,NA
100M3,R0,0.1,JC,NJ,1.75541,0.696600843959
100M3,R0,0.1,JC,NJ,0.11709000000000001,NA
100M3,R0,0.1,JC,NJ,2.0817200000000002,NA
100M3,R0,0.1,JC,NJ,0.33828,NA
100M3,R0,0.1,JC,NJ,4.3562,NA
100M3,R0,0.1,JC,NJ,1.1755900000000001,NA
100M3,R0,0.1,JC,NJ,0.38771,NA
100M3,R0,0.1,JC,NJ,1.72339,NA
100M3,R0,0.1,JC,NJ,NA,0.727111764958
100M3,R0,0.1,JC,NJ,NA,0.479944216704
100M3,R0,0.1,JC,NJ,NA,0.136880891589
100M3,R0,0.1,JC,NJ,NA,0.68447663416
100M3,R0,0.1,JC,NJ,NA,0.146271824368
100M3,R0,0.1,JC,NJ,NA,0.306473778972
100M3,R0,0.1,JC,NJ,NA,1.011343479241
100M3,R0,0.1,JC,NJ,NA,0.199851094017
100M3,R0,0.1,JC,NJ,NA,0.362285065871
100M3,R0,0.1,JC,NJ,NA,0.25292092124
100M3,R0,0.1,JC,NJ,NA,0.170596122188
100M3,R0,0.1,JC,NJ,NA,0.668905737199
100M3,R0,0.1,JC,NJ,NA,0.518393590611
100M3,R0,0.1,JC,NJ,NA,0.036755899047
100M3,R0,0.1,JC,NJ,NA,0.086327922096
100M3,R0,0.1,JC,NJ,NA,0.955377587867
100M3,R0,0.1,JC,NJ,NA,0.157404213557
100M3,R0,0.1,JC,NJ,NA,0.537157947951
100M3,R0,0.1,JC,NJ,NA,0.398396149052
100M3,R0,0.1,JC,NJ,NA,0.370513868417
100M3,R0,0.1,JC,NJ,NA,0.886502396618
100M3,R0,0.1,JC,NJ,NA,0.475739895148
100M3,R0,0.1,JC,NJ,NA,0.273179228767
100M3,R0,0.1,JC,NJ,NA,0.020519964395
100M3,R0,0.1,JC,NJ,NA,0.090127130842
100M3,R0,0.1,JC,NJ,NA,0.023877625682
100M3,R0,0.1,JC,NJ,NA,0.047512211843
100M3,R0,0.1,JC,NJ,NA,0.577740213925
100M3,R0,0.1,JC,NJ,NA,1.190832418004
100M3,R0,0.1,JC,NJ,NA,0.246725276167
100M3,R0,0.1,JC,NJ,NA,0.211953547335
100M3,R0,0.1,JC,NJ,NA,0.529705145983
100M3,R0,0.1,JC,NJ,NA,0.295025715291
100M3,R0,0.1,JC,NJ,NA,0.190032112759
100M3,R0,0.1,JC,NJ,NA,0.031958363511
100M3,R0,0.1,JC,NJ,NA,0.026205419564
100M3,R0,0.1,JC,NJ,NA,0.03085466518
100M3,R0,0.1,JC,NJ,NA,1.211300891446
100M3,R0,0.1,JC,NJ,NA,0.145860591154
100M3,R0,0.1,JC,NJ,NA,0.445171659661
100M3,R0,0.1,JC,NJ,NA,0.361482182626
100M3,R0,0.1,JC,NJ,NA,0.189761414785
100M3,R0,0.1,JC,NJ,NA,0.862768781708
100M3,R0,0.1,JC,NJ,NA,0.467818248338
100M3,R0,0.1,JC,NJ,NA,0.085495468745
100M3,R0,0.1,JC,NJ,NA,0.035309222069
100M3,R0,0.1,JC,NJ,NA,0.455968459323
100M3,R0,0.1,JC,NJ,NA,0.269746043597
100M3,R0,0.1,JC,NJ,NA,0.587947039986
100M3,R0,0.1,JC,NJ,NA,0.118806066914
100M3,R0,0.1,JC,NJ,NA,0.036571482089
100M3,R0,0.1,JC,NJ,NA,0.780376587193
100M3,R0,0.1,JC,NJ,NA,0.398783682002
100M3,R0,0.1,JC,NJ,NA,0.201617612785
100M3,R0,0.1,JC,NJ,NA,0.235766978458
100M3,R0,0.1,JC,NJ,NA,0.211143159054
100M3,R0,0.1,JC,NJ,NA,0.558199423985
100M3,R0,0.1,JC,NJ,NA,0.598463109325
100M3,R0,0.1,JC,NJ,NA,0.557592657775
100M3,R0,0.1,JC,NJ,NA,0.162733892358
100M3,R0,0.1,JC,NJ,NA,0.058693613238
100M3,R0,0.1,JC,NJ,NA,1.011916125354
100M3,R0,0.1,JC,NJ,NA,1.172457618701
100M3,R0,0.1,JC,NJ,NA,0.24232878992
100M3,R0,0.1,JC,NJ,NA,0.108272808438
100M3,R0,0.1,JC,NJ,NA,0.411337588547
100M3,R0,0.1,JC,NJ,NA,0.301394484139
100M3,R0,0.1,JC,NJ,NA,0.210543771948
100M3,R0,0.1,JC,NJ,NA,0.216574851226
100M3,R0,0.1,JC,NJ,NA,0.334003385496
100M3,R0,0.1,JC,NJ,NA,0.107923344445
100M3,R0,0.05,JC,NJ,0.339445,0.169740396264
100M3,R0,0.05,JC,NJ,0.0587,NA
100M3,R0,0.05,JC,NJ,0.34753,NA
100M3,R0,0.05,JC,NJ,0.6641250000000001,NA
100M3,R0,0.05,JC,NJ,0.30174500000000004,NA
100M3,R0,0.05,JC,NJ,0.42750000000000005,1.005965550781
100M3,R0,0.05,JC,NJ,1.4248750000000001,NA
100M3,R0,0.05,JC,NJ,0.599255,NA
100M3,R0,0.05,JC,NJ,0.9849600000000001,NA
100M3,R0,0.05,JC,NJ,0.46533,NA
100M3,R0,0.05,JC,NJ,2.80174,NA
100M3,R0,0.05,JC,NJ,1.6773700000000002,0.403875033458
100M3,R0,0.05,JC,NJ,0.5125350000000001,NA
100M3,R0,0.05,JC,NJ,2.5557700000000003,1.425364954444
100M3,R0,0.05,JC,NJ,2.37605,NA
100M3,R0,0.05,JC,NJ,1.746105,NA
100M3,R0,0.05,JC,NJ,1.31269,NA
100M3,R0,0.05,JC,NJ,2.760945,0.229578679138
100M3,R0,0.05,JC,NJ,0.112975,NA
100M3,R0,0.05,JC,NJ,2.77475,NA
100M3,R0,0.05,JC,NJ,0.29143,0.581848145578
100M3,R0,0.05,JC,NJ,1.9710349999999999,NA
100M3,R0,0.05,JC,NJ,0.887065,NA
100M3,R0,0.05,JC,NJ,1.41733,NA
100M3,R0,0.05,JC,NJ,1.3728500000000001,NA
100M3,R0,0.05,JC,NJ,0.30359,NA
100M3,R0,0.05,JC,NJ,0.670625,NA
100M3,R0,0.05,JC,NJ,0.48874500000000004,NA
100M3,R0,0.05,JC,NJ,2.076255,NA
100M3,R0,0.05,JC,NJ,1.2340900000000001,NA
100M3,R0,0.05,JC,NJ,0.012715000000000002,0.745067055669
100M3,R0,0.05,JC,NJ,0.063535,0.297288556625
100M3,R0,0.05,JC,NJ,1.4710150000000002,NA
100M3,R0,0.05,JC,NJ,0.64213,NA
100M3,R0,0.05,JC,NJ,0.202135,NA
100M3,R0,0.05,JC,NJ,1.202045,NA
100M3,R0,0.05,JC,NJ,0.9539300000000002,NA
100M3,R0,0.05,JC,NJ,0.56542,NA
100M3,R0,0.05,JC,NJ,0.07782,0.783871931208
100M3,R0,0.05,JC,NJ,2.32307,NA
100M3,R0,0.05,JC,NJ,1.5432800000000002,NA
100M3,R0,0.05,JC,NJ,0.26147000000000004,NA
100M3,R0,0.05,JC,NJ,0.869195,NA
100M3,R0,0.05,JC,NJ,1.0140900000000002,NA
100M3,R0,0.05,JC,NJ,0.629765,NA
100M3,R0,0.05,JC,NJ,0.9167400000000001,NA
100M3,R0,0.05,JC,NJ,0.48153,NA
100M3,R0,0.05,JC,NJ,0.01785,NA
100M3,R0,0.05,JC,NJ,4.910895,NA
100M3,R0,0.05,JC,NJ,0.7574700000000001,NA
100M3,R0,0.05,JC,NJ,0.25436000000000003,NA
100M3,R0,0.05,JC,NJ,8.207025,NA
100M3,R0,0.05,JC,NJ,0.17616,NA
100M3,R0,0.05,JC,NJ,0.26731,NA
100M3,R0,0.05,JC,NJ,0.41547500000000004,NA
100M3,R0,0.05,JC,NJ,0.244455,NA
100M3,R0,0.05,JC,NJ,0.9822900000000001,NA
100M3,R0,0.05,JC,NJ,2.9319500000000005,NA
100M3,R0,0.05,JC,NJ,1.589765,NA
100M3,R0,0.05,JC,NJ,0.17365,NA
100M3,R0,0.05,JC,NJ,0.310325,NA
100M3,R0,0.05,JC,NJ,0.5834,NA
100M3,R0,0.05,JC,NJ,0.48466500000000007,NA
100M3,R0,0.05,JC,NJ,0.82247,NA
100M3,R0,0.05,JC,NJ,0.442125,1.085475160899
100M3,R0,0.05,JC,NJ,0.69133,0.638130799692
100M3,R0,0.05,JC,NJ,0.034260000000000006,NA
100M3,R0,0.05,JC,NJ,1.36985,0.199759318669
100M3,R0,0.05,JC,NJ,0.329525,NA
100M3,R0,0.05,JC,NJ,0.7454100000000001,NA
100M3,R0,0.05,JC,NJ,0.95131,NA
100M3,R0,0.05,JC,NJ,0.303585,NA
100M3,R0,0.05,JC,NJ,0.07676,NA
100M3,R0,0.05,JC,NJ,1.009105,NA
100M3,R0,0.05,JC,NJ,0.24963500000000002,NA
100M3,R0,0.05,JC,NJ,0.642545,NA
100M3,R0,0.05,JC,NJ,0.14523,NA
100M3,R0,0.05,JC,NJ,0.8399850000000001,0.081611120824
100M3,R0,0.05,JC,NJ,3.5423850000000003,NA
100M3,R0,0.05,JC,NJ,0.13397,NA
100M3,R0,0.05,JC,NJ,0.39697000000000005,1.227910407701
100M3,R0,0.05,JC,NJ,1.18331,NA
100M3,R0,0.05,JC,NJ,1.8262200000000002,NA
100M3,R0,0.05,JC,NJ,1.517165,0.078627392796
100M3,R0,0.05,JC,NJ,0.13924,NA
100M3,R0,0.05,JC,NJ,0.35968,NA
100M3,R0,0.05,JC,NJ,0.543995,NA
100M3,R0,0.05,JC,NJ,0.80527,NA
100M3,R0,0.05,JC,NJ,0.561775,NA
100M3,R0,0.05,JC,NJ,3.3679000000000006,NA
100M3,R0,0.05,JC,NJ,0.877705,NA
100M3,R0,0.05,JC,NJ,0.05854500000000001,0.911520826901
100M3,R0,0.05,JC,NJ,1.0408600000000001,NA
100M3,R0,0.05,JC,NJ,0.16914,NA
100M3,R0,0.05,JC,NJ,2.1781,NA
100M3,R0,0.05,JC,NJ,0.5877950000000001,NA
100M3,R0,0.05,JC,NJ,0.193855,NA
100M3,R0,0.05,JC,NJ,0.861695,NA
100M3,R0,0.05,JC,NJ,NA,0.833642451134
100M3,R0,0.05,JC,NJ,NA,0.536032353134
100M3,R0,0.05,JC,NJ,NA,0.439357019446
100M3,R0,0.05,JC,NJ,NA,0.309578285693
100M3,R0,0.05,JC,NJ,NA,0.254237232508
100M3,R0,0.05,JC,NJ,NA,0.463503005451
100M3,R0,0.05,JC,NJ,NA,0.5721725148
100M3,R0,0.05,JC,NJ,NA,0.396860559469
100M3,R0,0.05,JC,NJ,NA,0.244734987047
100M3,R0,0.05,JC,NJ,NA,0.449301882161
100M3,R0,0.05,JC,NJ,NA,0.732530755252
100M3,R0,0.05,JC,NJ,NA,0.412026238956
100M3,R0,0.05,JC,NJ,NA,1.398747010999
100M3,R0,0.05,JC,NJ,NA,0.194856569374
100M3,R0,0.05,JC,NJ,NA,0.22301227105
100M3,R0,0.05,JC,NJ,NA,0.523577600221
100M3,R0,0.05,JC,NJ,NA,0.041675270643
100M3,R0,0.05,JC,NJ,NA,0.558481825952
100M3,R0,0.05,JC,NJ,NA,0.835127574233
100M3,R0,0.05,JC,NJ,NA,0.137020487258
100M3,R0,0.05,JC,NJ,NA,0.044235281885
100M3,R0,0.05,JC,NJ,NA,0.019332524964
100M3,R0,0.05,JC,NJ,NA,0.396206744993
100M3,R0,0.05,JC,NJ,NA,0.218590988142
100M3,R0,0.05,JC,NJ,NA,1.088902659087
100M3,R0,0.05,JC,NJ,NA,0.160590707082
100M3,R0,0.05,JC,NJ,NA,0.453731479664
100M3,R0,0.05,JC,NJ,NA,0.079228736462
100M3,R0,0.05,JC,NJ,NA,0.780403557618
100M3,R0,0.05,JC,NJ,NA,0.768544030598
100M3,R0,0.05,JC,NJ,NA,0.902654810199
100M3,R0,0.05,JC,NJ,NA,0.385210676613
100M3,R0,0.05,JC,NJ,NA,0.11272014294
100M3,R0,0.05,JC,NJ,NA,0.961758124447
100M3,R0,0.05,JC,NJ,NA,0.767983853582
100M3,R0,0.05,JC,NJ,NA,0.149152982682
100M3,R0,0.05,JC,NJ,NA,0.467822548008
100M3,R0,0.05,JC,NJ,NA,0.732140759387
100M3,R0,0.05,JC,NJ,NA,0.684271437751
100M3,R0,0.05,JC,NJ,NA,0.05816843574
100M3,R0,0.05,JC,NJ,NA,0.089521166109
100M3,R0,0.05,JC,NJ,NA,0.46479135444
100M3,R0,0.05,JC,NJ,NA,0.785842003909
100M3,R0,0.05,JC,NJ,NA,0.472555021184
100M3,R0,0.05,JC,NJ,NA,0.215979777197
100M3,R0,0.05,JC,NJ,NA,0.149652266907
100M3,R0,0.05,JC,NJ,NA,0.875348783906
100M3,R0,0.05,JC,NJ,NA,0.316936526192
100M3,R0,0.05,JC,NJ,NA,0.423030321259
100M3,R0,0.05,JC,NJ,NA,0.449976487987
100M3,R0,0.05,JC,NJ,NA,1.082649367856
100M3,R0,0.05,JC,NJ,NA,0.074170502541
100M3,R0,0.05,JC,NJ,NA,0.069309944329
100M3,R0,0.05,JC,NJ,NA,1.568164452872
100M3,R0,0.05,JC,NJ,NA,0.198537115327
100M3,R0,0.05,JC,NJ,NA,0.568638852615
100M3,R0,0.05,JC,NJ,NA,0.477624134685
100M3,R0,0.05,JC,NJ,NA,0.245728740226
100M3,R0,0.05,JC,NJ,NA,0.050354892404
100M3,R0,0.05,JC,NJ,NA,0.351850464766
100M3,R0,0.05,JC,NJ,NA,0.244054060019
100M3,R0,0.05,JC,NJ,NA,0.594235703476
100M3,R0,0.05,JC,NJ,NA,0.476858269279
100M3,R0,0.05,JC,NJ,NA,0.609538189932
100M3,R0,0.05,JC,NJ,NA,0.951375424912
